userid,version,sum_gamerounds,retention_1,retention_7,user_spend
80983,Gulf of Maine,2,False,False,10.72
80985,Gulf of Maine,59,False,True,13.87
80986,Gulf of Maine,3,False,True,11.89
80987,Gulf of Maine,9,True,False,21.09
80988,Gulf of Maine,1,False,False,19.97
80989,Gulf of Maine,56,False,False,16.04
80994,Gulf of Maine,37,False,False,13.05
80996,Gulf of Maine,1,False,False,15.31
80997,Gulf of Maine,2,False,True,17.14
80998,Gulf of Maine,237,True,False,16.84
80999,Gulf of Maine,53,False,False,17.22
81001,Gulf of Maine,29,True,False,13.2
81003,Gulf of Maine,0,False,False,17.58
81005,Gulf of Maine,15,True,False,22.06
81006,Gulf of Maine,56,True,False,16.53
81009,Gulf of Maine,2,False,False,19.5
81011,Gulf of Maine,26,True,True,15.95
81013,Gulf of Maine,13,False,False,15.57
81014,Gulf of Maine,20,False,True,16.17
81017,Gulf of Maine,98,True,True,16.81
81019,Gulf of Maine,33,False,False,15.88
81022,Gulf of Maine,15,False,True,14.57
81023,Gulf of Maine,23,False,True,18.22
81026,Gulf of Maine,6,False,True,13.37
81027,Gulf of Maine,2,True,True,18.36
81032,Gulf of Maine,254,True,False,10.36
81036,Gulf of Maine,77,True,True,17.42
81037,Gulf of Maine,312,True,False,16.65
81040,Gulf of Maine,2,False,False,15.44
81044,Gulf of Maine,30,False,False,13.66
81046,Gulf of Maine,0,False,True,16.28
81048,Gulf of Maine,68,True,False,13.97
81050,Gulf of Maine,72,True,True,12.13
81051,Gulf of Maine,2,False,False,15.51
81054,Gulf of Maine,1,False,False,12.54
81055,Gulf of Maine,7,False,False,20.29
81056,Gulf of Maine,5,False,False,12.6
81060,Gulf of Maine,73,False,True,15.02
81065,Gulf of Maine,2,False,False,14.38
81068,Gulf of Maine,47,True,False,11.01
81070,Gulf of Maine,129,True,False,17.39
81073,Gulf of Maine,28,True,False,14.42
81074,Gulf of Maine,4,False,False,12.95
81077,Gulf of Maine,3,False,False,10.97
81078,Gulf of Maine,3,False,False,18.14
81079,Gulf of Maine,16,False,False,11.48
81082,Gulf of Maine,0,False,True,12.6
81083,Gulf of Maine,4,False,False,15.08
81085,Gulf of Maine,8,True,False,14.63
81086,Gulf of Maine,8,False,False,13.47
81089,Gulf of Maine,2,False,True,15.31
81092,Gulf of Maine,14,False,True,13.22
81096,Gulf of Maine,3,False,False,7.62
81097,Gulf of Maine,4,False,False,20.32
81099,Gulf of Maine,131,True,False,19.19
81100,Gulf of Maine,8,False,True,15.01
81104,Gulf of Maine,13,True,True,13.53
81105,Gulf of Maine,0,False,False,14.75
81106,Gulf of Maine,7,False,False,13.04
81110,Gulf of Maine,8,False,False,20.8
81111,Gulf of Maine,0,False,False,15.47
81112,Gulf of Maine,143,True,True,18.31
81113,Gulf of Maine,38,False,False,14.6
81116,Gulf of Maine,3,False,False,13.58
81119,Gulf of Maine,6,False,False,14.56
81121,Gulf of Maine,13,True,False,9.15
81122,Gulf of Maine,226,True,True,19.04
81123,Gulf of Maine,10,False,False,15.96
81129,Gulf of Maine,101,True,False,15.15
81130,Gulf of Maine,4,False,False,18.4
81132,Gulf of Maine,128,True,False,14.5
81139,Gulf of Maine,21,True,True,18.43
81140,Gulf of Maine,18,False,False,18.38
81143,Gulf of Maine,2,False,False,19.05
81144,Gulf of Maine,124,True,False,12.0
81149,Gulf of Maine,50,True,False,20.16
81153,Gulf of Maine,31,True,False,9.69
81156,Gulf of Maine,37,True,False,10.65
81157,Gulf of Maine,3,False,False,12.52
81158,Gulf of Maine,2,True,True,20.51
81159,Gulf of Maine,34,False,True,16.16
81165,Gulf of Maine,327,True,False,15.6
81168,Gulf of Maine,3,True,False,20.11
81170,Gulf of Maine,2,False,False,13.07
81171,Gulf of Maine,42,True,False,11.98
81174,Gulf of Maine,41,True,False,12.97
81175,Gulf of Maine,15,False,True,20.06
81177,Gulf of Maine,7,False,False,12.35
81180,Gulf of Maine,4,False,False,14.12
81183,Gulf of Maine,3,False,True,11.92
81185,Gulf of Maine,48,True,False,12.27
81189,Gulf of Maine,58,True,True,13.54
81191,Gulf of Maine,3,False,False,15.32
81192,Gulf of Maine,2,False,False,15.12
81196,Gulf of Maine,13,False,False,9.77
81202,Gulf of Maine,14,False,False,13.7
81203,Gulf of Maine,11,False,False,14.34
81205,Gulf of Maine,4,False,False,18.6
81206,Gulf of Maine,3,False,False,21.57
81208,Gulf of Maine,1,False,False,16.08
81209,Gulf of Maine,2,False,False,21.62
81218,Gulf of Maine,15,False,False,13.75
81219,Gulf of Maine,70,True,False,16.52
81220,Gulf of Maine,26,True,False,15.57
81222,Gulf of Maine,1288,True,True,18.92
81225,Gulf of Maine,18,False,True,11.42
81228,Gulf of Maine,5,False,False,13.66
81230,Gulf of Maine,64,False,False,12.33
81233,Gulf of Maine,63,False,False,10.99
81234,Gulf of Maine,4,False,False,15.62
81236,Gulf of Maine,206,True,False,12.23
81238,Gulf of Maine,4,False,False,12.17
81240,Gulf of Maine,4,True,True,16.6
81246,Gulf of Maine,4,False,True,14.13
81247,Gulf of Maine,14,True,True,13.11
81251,Gulf of Maine,3,False,False,18.17
81252,Gulf of Maine,26,False,False,10.69
81255,Gulf of Maine,12,False,False,19.12
81261,Gulf of Maine,20,False,True,12.78
81265,Gulf of Maine,53,True,False,14.09
81266,Gulf of Maine,2,False,False,9.51
81267,Gulf of Maine,5,False,False,18.26
81268,Gulf of Maine,388,True,False,19.36
81270,Gulf of Maine,115,True,False,22.13
81272,Gulf of Maine,14,False,False,16.73
81273,Gulf of Maine,1,False,False,16.47
81275,Gulf of Maine,19,True,True,15.88
81277,Gulf of Maine,17,False,False,9.38
81278,Gulf of Maine,4,False,False,18.73
81281,Gulf of Maine,161,True,False,16.83
81282,Gulf of Maine,16,False,False,16.32
81283,Gulf of Maine,36,False,False,14.3
81285,Gulf of Maine,6,False,False,12.06
81288,Gulf of Maine,2,False,False,16.51
81292,Gulf of Maine,3,False,False,16.89
81293,Gulf of Maine,4,False,True,15.02
81295,Gulf of Maine,14,False,False,14.6
81297,Gulf of Maine,8,False,True,18.25
81298,Gulf of Maine,3,False,False,16.58
81299,Gulf of Maine,4,False,True,15.96
81301,Gulf of Maine,7,False,False,11.76
81305,Gulf of Maine,8,True,False,12.17
81306,Gulf of Maine,332,True,True,14.49
81307,Gulf of Maine,79,True,True,14.85
81308,Gulf of Maine,22,False,True,17.7
81310,Gulf of Maine,8,False,True,11.41
81314,Gulf of Maine,8,True,True,10.76
81315,Gulf of Maine,40,True,False,16.15
81316,Gulf of Maine,46,False,False,14.2
81319,Gulf of Maine,56,True,False,19.46
81321,Gulf of Maine,6,False,False,13.92
81322,Gulf of Maine,206,True,False,20.5
81323,Gulf of Maine,109,True,False,14.49
81324,Gulf of Maine,18,True,False,9.04
81326,Gulf of Maine,32,True,False,14.17
81327,Gulf of Maine,10,False,False,13.26
81329,Gulf of Maine,8,True,False,19.73
81333,Gulf of Maine,50,True,True,11.51
81334,Gulf of Maine,9,True,True,15.7
81335,Gulf of Maine,7,False,False,15.62
81337,Gulf of Maine,13,False,False,17.1
81338,Gulf of Maine,15,False,False,16.84
81339,Gulf of Maine,8,False,False,15.67
81340,Gulf of Maine,99,True,False,16.13
81344,Gulf of Maine,19,False,True,13.57
81345,Gulf of Maine,2,False,False,17.48
81346,Gulf of Maine,1,False,False,11.86
81347,Gulf of Maine,1,False,False,9.5
81353,Gulf of Maine,25,True,False,20.8
81354,Gulf of Maine,166,True,False,12.16
81356,Gulf of Maine,1,False,True,14.8
81361,Gulf of Maine,9,False,True,17.33
81364,Gulf of Maine,11,False,True,15.54
81369,Gulf of Maine,5,False,False,21.85
81370,Gulf of Maine,2,False,False,7.56
81372,Gulf of Maine,36,True,False,13.36
81375,Gulf of Maine,45,True,True,13.4
81377,Gulf of Maine,7,False,False,12.26
81378,Gulf of Maine,7,False,False,14.96
81379,Gulf of Maine,83,True,False,13.07
81380,Gulf of Maine,34,True,False,18.74
81381,Gulf of Maine,22,True,True,14.45
81382,Gulf of Maine,9,True,False,15.76
81383,Gulf of Maine,7,False,False,17.26
81384,Gulf of Maine,43,True,False,14.96
81388,Gulf of Maine,6,False,False,15.18
81390,Gulf of Maine,5,False,True,16.27
81391,Gulf of Maine,95,True,True,12.58
81397,Gulf of Maine,78,True,False,12.62
81399,Gulf of Maine,2,False,True,17.36
81400,Gulf of Maine,5,True,True,15.4
81403,Gulf of Maine,41,False,False,17.47
81408,Gulf of Maine,73,False,False,15.9
81412,Gulf of Maine,985,True,False,7.59
81413,Gulf of Maine,120,True,False,13.22
81414,Gulf of Maine,139,True,False,10.54
81415,Gulf of Maine,5,False,True,19.66
81417,Gulf of Maine,27,True,False,14.37
81419,Gulf of Maine,35,True,False,12.93
81423,Gulf of Maine,19,True,False,16.76
81424,Gulf of Maine,19,False,True,12.53
81425,Gulf of Maine,38,True,True,20.12
81426,Gulf of Maine,4,False,False,16.67
81427,Gulf of Maine,8,False,False,16.17
81430,Gulf of Maine,309,True,False,11.21
81431,Gulf of Maine,1,False,True,12.82
81432,Gulf of Maine,24,True,False,14.15
81433,Gulf of Maine,29,True,False,15.0
81439,Gulf of Maine,2,False,False,15.85
81441,Gulf of Maine,7,False,False,14.65
81442,Gulf of Maine,14,False,False,23.5
81443,Gulf of Maine,0,False,False,11.31
81445,Gulf of Maine,28,False,False,13.86
81446,Gulf of Maine,6,False,False,15.59
81447,Gulf of Maine,10,False,False,15.31
81448,Gulf of Maine,52,False,False,17.1
81449,Gulf of Maine,4,False,False,13.31
81451,Gulf of Maine,11,False,False,13.5
81452,Gulf of Maine,14,True,True,18.29
81454,Gulf of Maine,30,True,False,15.68
81456,Gulf of Maine,1,False,False,14.17
81459,Gulf of Maine,7,False,False,14.71
81460,Gulf of Maine,35,True,False,18.71
81462,Gulf of Maine,40,True,False,16.91
81464,Gulf of Maine,18,True,True,10.7
81465,Gulf of Maine,0,False,False,15.25
81466,Gulf of Maine,23,True,False,11.11
81467,Gulf of Maine,0,False,False,17.51
81469,Gulf of Maine,10,False,False,16.54
81471,Gulf of Maine,70,True,False,20.11
81472,Gulf of Maine,4,False,False,17.75
81474,Gulf of Maine,2,False,False,14.82
81476,Gulf of Maine,4,True,False,23.63
81487,Gulf of Maine,180,True,False,13.56
81488,Gulf of Maine,78,False,True,12.61
81492,Gulf of Maine,219,True,False,14.92
81494,Gulf of Maine,10,True,False,18.05
81496,Gulf of Maine,22,False,False,14.85
81497,Gulf of Maine,25,False,False,22.26
81498,Gulf of Maine,1,False,True,14.26
81500,Gulf of Maine,299,True,False,19.33
81503,Gulf of Maine,2,False,False,19.02
81504,Gulf of Maine,0,False,False,18.02
81508,Gulf of Maine,2,False,False,12.31
81509,Gulf of Maine,2,False,False,10.6
81510,Gulf of Maine,83,True,False,13.64
81512,Gulf of Maine,0,False,False,21.25
81514,Gulf of Maine,22,False,True,16.0
81516,Gulf of Maine,25,False,True,15.38
81517,Gulf of Maine,5,False,False,12.95
81518,Gulf of Maine,3,False,True,14.2
81519,Gulf of Maine,5,False,False,11.51
81524,Gulf of Maine,96,False,False,16.78
81525,Gulf of Maine,13,False,False,18.85
81531,Gulf of Maine,4,True,False,17.11
81532,Gulf of Maine,2,False,False,18.11
81533,Gulf of Maine,37,False,False,15.56
81542,Gulf of Maine,4,False,True,16.39
81543,Gulf of Maine,90,True,False,13.44
81544,Gulf of Maine,2,False,False,16.01
81545,Gulf of Maine,5,False,False,14.26
81550,Gulf of Maine,154,True,False,18.78
81552,Gulf of Maine,1,False,False,15.0
81553,Gulf of Maine,6,False,True,16.59
81555,Gulf of Maine,48,False,False,18.67
81556,Gulf of Maine,146,True,True,10.21
81557,Gulf of Maine,0,False,False,16.0
81559,Gulf of Maine,23,True,False,15.2
81560,Gulf of Maine,47,True,True,16.67
81561,Gulf of Maine,1,False,True,14.96
81565,Gulf of Maine,555,True,False,19.09
81571,Gulf of Maine,18,False,True,14.15
81572,Gulf of Maine,147,True,False,15.08
81574,Gulf of Maine,56,True,True,17.39
81578,Gulf of Maine,28,True,False,16.49
81582,Gulf of Maine,26,True,True,15.4
81585,Gulf of Maine,0,False,False,18.15
81587,Gulf of Maine,0,False,False,12.62
81590,Gulf of Maine,3,False,False,16.71
81591,Gulf of Maine,188,True,False,18.67
81593,Gulf of Maine,379,False,False,14.9
81596,Gulf of Maine,13,False,False,9.21
81599,Gulf of Maine,135,False,False,18.43
81600,Gulf of Maine,14,True,False,14.15
81602,Gulf of Maine,14,False,False,16.62
81603,Gulf of Maine,9,False,False,14.21
81607,Gulf of Maine,191,True,False,11.45
81609,Gulf of Maine,3,False,False,17.22
81611,Gulf of Maine,38,True,False,14.2
81613,Gulf of Maine,62,True,False,19.91
81615,Gulf of Maine,45,False,False,12.06
81617,Gulf of Maine,88,False,False,16.0
81618,Gulf of Maine,877,True,False,12.93
81622,Gulf of Maine,173,True,True,15.1
81624,Gulf of Maine,8,False,False,15.86
81626,Gulf of Maine,250,True,False,14.42
81628,Gulf of Maine,9,False,False,17.06
81631,Gulf of Maine,29,True,False,11.5
81636,Gulf of Maine,39,False,False,13.64
81637,Gulf of Maine,2,False,False,16.91
81638,Gulf of Maine,65,False,False,14.13
81640,Gulf of Maine,3,False,True,16.08
81641,Gulf of Maine,161,True,False,12.82
81642,Gulf of Maine,130,True,False,17.72
81644,Gulf of Maine,174,True,False,17.89
81647,Gulf of Maine,202,True,True,13.74
81648,Gulf of Maine,15,False,False,12.78
81649,Gulf of Maine,58,True,False,14.77
81650,Gulf of Maine,30,True,False,14.51
81653,Gulf of Maine,1,False,False,13.24
81654,Gulf of Maine,102,False,True,19.26
81656,Gulf of Maine,57,True,False,14.13
81657,Gulf of Maine,21,True,False,15.38
81658,Gulf of Maine,6,False,True,12.9
81660,Gulf of Maine,31,True,False,21.74
81665,Gulf of Maine,30,True,False,16.98
81666,Gulf of Maine,153,True,False,10.8
81670,Gulf of Maine,6,True,False,14.08
81673,Gulf of Maine,1,False,False,18.33
81674,Gulf of Maine,54,True,False,12.92
81675,Gulf of Maine,4,False,True,24.25
81679,Gulf of Maine,3,False,False,17.32
81680,Gulf of Maine,84,False,False,11.33
81681,Gulf of Maine,38,True,False,10.24
81682,Gulf of Maine,42,True,False,8.84
81683,Gulf of Maine,5,False,False,16.92
81686,Gulf of Maine,2,False,False,17.42
81689,Gulf of Maine,3,True,False,17.17
81690,Gulf of Maine,44,False,False,11.59
81691,Gulf of Maine,95,True,False,15.63
81695,Gulf of Maine,89,True,False,12.45
81696,Gulf of Maine,34,False,False,15.64
81697,Gulf of Maine,3,False,False,13.1
81698,Gulf of Maine,12,False,True,15.85
81699,Gulf of Maine,16,True,False,18.64
81700,Gulf of Maine,4,True,True,20.21
81701,Gulf of Maine,10,False,False,21.65
81703,Gulf of Maine,9,False,False,13.66
81704,Gulf of Maine,22,False,False,12.9
81705,Gulf of Maine,16,True,False,17.02
81706,Gulf of Maine,0,False,False,15.57
81707,Gulf of Maine,21,False,True,20.95
81710,Gulf of Maine,5,False,True,17.2
81711,Gulf of Maine,25,False,False,20.48
81713,Gulf of Maine,3,False,False,13.26
81718,Gulf of Maine,364,True,False,17.34
81722,Gulf of Maine,15,False,False,11.87
81724,Gulf of Maine,159,True,True,19.95
81725,Gulf of Maine,16,False,False,16.13
81728,Gulf of Maine,2,False,False,15.07
81729,Gulf of Maine,34,True,True,9.26
81730,Gulf of Maine,52,True,False,12.16
81732,Gulf of Maine,2,False,False,13.2
81736,Gulf of Maine,9,False,False,14.59
81737,Gulf of Maine,124,True,False,11.44
81738,Gulf of Maine,0,False,False,18.9
81739,Gulf of Maine,38,False,False,14.08
81741,Gulf of Maine,435,True,False,13.14
81743,Gulf of Maine,14,False,False,19.06
81747,Gulf of Maine,6,False,False,16.95
81754,Gulf of Maine,19,True,False,13.27
81755,Gulf of Maine,0,False,False,17.87
81758,Gulf of Maine,6,False,False,12.89
81759,Gulf of Maine,31,True,False,17.03
81762,Gulf of Maine,63,True,False,11.68
81763,Gulf of Maine,39,True,False,17.72
81766,Gulf of Maine,21,False,False,9.98
81768,Gulf of Maine,7,False,False,18.1
81769,Gulf of Maine,2,False,False,13.33
81770,Gulf of Maine,5,False,False,12.34
81782,Gulf of Maine,7,False,False,12.59
81783,Gulf of Maine,31,True,True,13.1
81786,Gulf of Maine,28,True,False,14.68
81789,Gulf of Maine,5,False,False,15.43
81791,Gulf of Maine,1,False,False,17.65
81793,Gulf of Maine,8,False,False,20.3
81794,Gulf of Maine,8,False,False,8.04
81795,Gulf of Maine,308,True,False,20.31
81797,Gulf of Maine,12,True,False,17.22
81798,Gulf of Maine,23,False,False,15.66
81801,Gulf of Maine,71,True,False,17.25
81802,Gulf of Maine,2,False,False,17.75
81804,Gulf of Maine,2,False,False,15.23
81811,Gulf of Maine,159,True,False,17.34
81812,Gulf of Maine,87,True,False,12.47
81814,Gulf of Maine,30,True,False,12.06
81815,Gulf of Maine,254,False,False,16.3
81819,Gulf of Maine,110,True,False,15.01
81821,Gulf of Maine,16,False,False,12.08
81822,Gulf of Maine,79,True,False,17.04
81823,Gulf of Maine,5,False,False,6.74
81828,Gulf of Maine,137,True,False,14.94
81829,Gulf of Maine,3,False,False,13.75
81833,Gulf of Maine,2,False,True,14.58
81834,Gulf of Maine,20,True,True,12.61
81837,Gulf of Maine,1,False,False,14.07
81838,Gulf of Maine,0,False,False,9.89
81842,Gulf of Maine,74,True,False,18.09
81843,Gulf of Maine,40,True,False,15.6
81844,Gulf of Maine,2,False,True,10.41
81846,Gulf of Maine,12,True,False,15.73
81848,Gulf of Maine,23,False,False,15.02
81849,Gulf of Maine,35,True,False,11.3
81850,Gulf of Maine,77,True,False,17.41
81853,Gulf of Maine,4,False,False,13.09
81855,Gulf of Maine,5,False,False,10.42
81859,Gulf of Maine,49,True,False,14.99
81861,Gulf of Maine,6,False,False,15.97
81862,Gulf of Maine,36,True,False,12.55
81863,Gulf of Maine,14,True,False,12.26
81867,Gulf of Maine,8,False,True,14.31
81868,Gulf of Maine,9,False,False,13.42
81870,Gulf of Maine,1,False,False,18.83
81871,Gulf of Maine,16,False,True,14.82
81880,Gulf of Maine,0,False,False,16.89
81881,Gulf of Maine,119,True,False,12.19
81882,Gulf of Maine,1,False,False,15.27
81888,Gulf of Maine,147,True,False,14.71
81889,Gulf of Maine,12,False,False,15.1
81892,Gulf of Maine,249,True,True,12.88
81893,Gulf of Maine,18,True,False,17.89
81896,Gulf of Maine,1,False,False,17.1
81898,Gulf of Maine,10,False,False,14.35
81900,Gulf of Maine,19,True,False,15.53
81902,Gulf of Maine,25,False,False,15.14
81903,Gulf of Maine,14,False,False,15.75
81904,Gulf of Maine,4,False,False,19.08
81905,Gulf of Maine,32,True,False,14.18
81907,Gulf of Maine,4,False,True,18.73
81910,Gulf of Maine,62,True,False,22.5
81912,Gulf of Maine,22,True,True,13.53
81913,Gulf of Maine,218,True,False,14.07
81914,Gulf of Maine,430,True,False,14.6
81919,Gulf of Maine,4,False,False,19.79
81920,Gulf of Maine,16,True,False,17.19
81922,Gulf of Maine,36,True,False,15.73
81925,Gulf of Maine,6,False,False,17.05
81926,Gulf of Maine,14,False,False,16.3
81927,Gulf of Maine,3,True,False,15.18
81932,Gulf of Maine,118,True,False,16.14
81934,Gulf of Maine,87,True,False,14.62
81939,Gulf of Maine,14,True,False,10.48
81940,Gulf of Maine,54,True,False,18.61
81942,Gulf of Maine,17,True,False,17.03
81944,Gulf of Maine,57,True,False,10.58
81945,Gulf of Maine,172,True,True,19.53
81946,Gulf of Maine,25,True,True,16.86
81948,Gulf of Maine,1,False,False,13.01
81949,Gulf of Maine,40,True,False,15.42
81950,Gulf of Maine,87,True,False,10.43
81953,Gulf of Maine,19,False,False,18.53
81955,Gulf of Maine,55,True,False,18.56
81959,Gulf of Maine,26,True,True,17.51
81961,Gulf of Maine,15,False,False,16.15
81963,Gulf of Maine,21,False,True,14.33
81964,Gulf of Maine,100,False,True,17.81
81965,Gulf of Maine,32,True,True,16.72
81966,Gulf of Maine,65,True,False,14.95
81967,Gulf of Maine,548,True,False,12.34
81969,Gulf of Maine,18,True,False,19.57
81976,Gulf of Maine,9,False,False,18.12
81977,Gulf of Maine,372,True,True,13.43
81978,Gulf of Maine,9,False,True,13.46
81980,Gulf of Maine,3,True,False,13.13
81981,Gulf of Maine,72,True,True,17.6
81984,Gulf of Maine,59,True,False,17.55
81986,Gulf of Maine,85,True,False,15.55
81987,Gulf of Maine,240,True,False,16.97
81988,Gulf of Maine,10,True,False,12.84
81989,Gulf of Maine,26,False,False,12.8
81991,Gulf of Maine,17,False,False,15.81
81992,Gulf of Maine,10,False,False,17.27
81993,Gulf of Maine,49,False,False,14.64
81994,Gulf of Maine,10,False,False,11.15
81995,Gulf of Maine,144,False,False,16.75
81997,Gulf of Maine,5,False,False,11.79
81999,Gulf of Maine,67,False,False,16.25
82000,Gulf of Maine,11,False,False,17.29
82004,Gulf of Maine,56,True,False,16.8
82006,Gulf of Maine,8,False,False,18.23
82008,Gulf of Maine,206,True,False,16.2
82010,Gulf of Maine,3,False,False,16.83
82011,Gulf of Maine,8,False,False,16.88
82014,Gulf of Maine,6,False,False,11.89
82016,Gulf of Maine,123,True,False,17.93
82017,Gulf of Maine,9,False,False,13.42
82018,Gulf of Maine,0,False,False,11.86
82019,Gulf of Maine,8,False,False,14.8
82025,Gulf of Maine,2,False,False,17.46
82026,Gulf of Maine,20,True,True,8.58
82027,Gulf of Maine,2,False,False,15.62
82028,Gulf of Maine,13,False,False,17.44
82031,Gulf of Maine,3,False,False,8.82
82033,Gulf of Maine,86,True,False,12.75
82034,Gulf of Maine,2,False,False,10.47
82035,Gulf of Maine,1,False,False,13.85
82036,Gulf of Maine,61,True,True,14.16
82037,Gulf of Maine,67,False,True,13.98
82038,Gulf of Maine,0,True,False,15.19
82039,Gulf of Maine,6,False,False,16.49
82041,Gulf of Maine,1,False,False,20.52
82044,Gulf of Maine,52,True,False,10.05
82045,Gulf of Maine,1,False,True,13.49
82046,Gulf of Maine,6,False,False,14.92
82047,Gulf of Maine,59,False,False,17.62
82049,Gulf of Maine,11,False,False,14.49
82052,Gulf of Maine,6,False,False,11.64
82056,Gulf of Maine,0,False,False,8.05
82060,Gulf of Maine,9,True,False,16.53
82063,Gulf of Maine,15,True,False,20.11
82065,Gulf of Maine,40,True,False,13.15
82067,Gulf of Maine,2,False,False,17.16
82068,Gulf of Maine,26,False,True,13.61
82072,Gulf of Maine,4,True,False,15.84
82073,Gulf of Maine,170,True,False,18.28
82074,Gulf of Maine,49,False,False,12.61
82076,Gulf of Maine,55,False,False,10.43
82078,Gulf of Maine,4,False,False,13.19
82080,Gulf of Maine,52,True,False,13.61
82081,Gulf of Maine,7,False,False,12.69
82084,Gulf of Maine,7,False,False,8.77
82086,Gulf of Maine,5,False,False,10.67
82088,Gulf of Maine,19,True,False,12.86
82091,Gulf of Maine,19,False,False,15.75
82092,Gulf of Maine,32,True,False,13.13
82093,Gulf of Maine,18,False,False,18.06
82094,Gulf of Maine,14,True,False,15.3
82095,Gulf of Maine,4,False,True,16.22
82096,Gulf of Maine,26,True,True,12.45
82103,Gulf of Maine,23,False,False,15.97
82106,Gulf of Maine,42,False,False,9.92
82108,Gulf of Maine,42,True,False,15.21
82109,Gulf of Maine,23,False,True,16.19
82111,Gulf of Maine,2,False,False,12.73
82117,Gulf of Maine,27,True,False,15.34
82119,Gulf of Maine,13,True,False,11.58
82120,Gulf of Maine,324,True,True,11.22
82121,Gulf of Maine,191,True,False,13.49
82122,Gulf of Maine,77,True,False,14.89
82124,Gulf of Maine,76,False,True,14.9
82125,Gulf of Maine,9,False,False,11.34
82128,Gulf of Maine,71,True,False,19.02
82131,Gulf of Maine,8,True,False,14.63
82135,Gulf of Maine,54,True,False,17.3
82137,Gulf of Maine,16,False,False,14.7
82139,Gulf of Maine,3,False,False,14.85
82140,Gulf of Maine,15,False,False,12.91
82144,Gulf of Maine,151,True,False,13.82
82146,Gulf of Maine,85,True,False,15.34
82148,Gulf of Maine,97,True,True,10.39
82151,Gulf of Maine,45,False,False,14.84
82152,Gulf of Maine,8,False,False,12.02
82153,Gulf of Maine,3,False,False,12.57
82154,Gulf of Maine,45,True,False,12.38
82155,Gulf of Maine,75,True,False,13.35
82156,Gulf of Maine,26,True,False,11.99
82158,Gulf of Maine,25,False,False,13.84
82160,Gulf of Maine,7,False,False,18.17
82161,Gulf of Maine,3,False,False,9.29
82163,Gulf of Maine,33,True,True,17.06
82164,Gulf of Maine,8,False,False,15.67
82165,Gulf of Maine,49,True,False,13.67
82167,Gulf of Maine,7,False,False,13.93
82168,Gulf of Maine,143,True,False,14.3
82170,Gulf of Maine,1,True,False,14.74
82173,Gulf of Maine,21,True,True,14.29
82177,Gulf of Maine,195,True,False,16.86
82179,Gulf of Maine,411,True,False,15.03
82181,Gulf of Maine,4,False,False,14.91
82182,Gulf of Maine,4,True,False,13.24
82184,Gulf of Maine,1,False,False,12.58
82185,Gulf of Maine,15,False,False,16.6
82186,Gulf of Maine,4,False,False,17.02
82187,Gulf of Maine,3,False,False,16.58
82188,Gulf of Maine,6,False,True,14.28
82191,Gulf of Maine,3,False,True,15.6
82192,Gulf of Maine,39,True,False,16.62
82193,Gulf of Maine,7,False,False,11.0
82194,Gulf of Maine,51,True,False,20.08
82195,Gulf of Maine,493,True,False,17.94
82196,Gulf of Maine,8,False,False,14.31
82197,Gulf of Maine,4,False,False,15.83
82204,Gulf of Maine,34,False,False,18.69
82209,Gulf of Maine,97,True,False,12.52
82210,Gulf of Maine,1,False,False,13.92
82211,Gulf of Maine,34,True,False,18.26
82214,Gulf of Maine,6,False,False,15.29
82216,Gulf of Maine,37,False,False,17.67
82217,Gulf of Maine,112,True,False,13.41
82218,Gulf of Maine,34,True,False,15.48
82219,Gulf of Maine,8,True,False,12.96
82220,Gulf of Maine,32,True,False,21.44
82221,Gulf of Maine,25,True,False,11.31
82222,Gulf of Maine,131,True,False,16.47
82224,Gulf of Maine,2,False,False,14.2
82225,Gulf of Maine,2,False,False,15.04
82227,Gulf of Maine,186,True,False,19.72
82229,Gulf of Maine,1,False,False,12.62
82230,Gulf of Maine,19,False,False,14.62
82233,Gulf of Maine,134,True,False,17.34
82236,Gulf of Maine,0,False,False,13.09
82242,Gulf of Maine,0,False,False,10.62
82245,Gulf of Maine,1,False,True,16.44
82246,Gulf of Maine,188,True,False,16.27
82247,Gulf of Maine,5,False,True,18.62
82248,Gulf of Maine,40,True,False,13.1
82250,Gulf of Maine,4,False,False,11.34
82251,Gulf of Maine,4,False,False,18.88
82252,Gulf of Maine,1,False,True,15.08
82254,Gulf of Maine,168,True,False,14.07
82257,Gulf of Maine,21,True,False,15.83
82260,Gulf of Maine,13,True,False,9.42
82262,Gulf of Maine,5,False,False,12.7
82263,Gulf of Maine,6,False,True,20.29
82264,Gulf of Maine,165,True,True,14.12
82265,Gulf of Maine,0,False,False,15.01
82267,Gulf of Maine,0,True,False,17.19
82268,Gulf of Maine,5,False,False,16.35
82269,Gulf of Maine,51,False,False,10.4
82270,Gulf of Maine,195,True,False,19.53
82271,Gulf of Maine,11,True,False,8.66
82273,Gulf of Maine,10,False,False,15.61
82276,Gulf of Maine,120,True,True,14.88
82277,Gulf of Maine,20,False,False,17.6
82280,Gulf of Maine,19,False,False,16.75
82281,Gulf of Maine,15,True,False,16.24
82282,Gulf of Maine,1,False,False,11.27
82284,Gulf of Maine,2,False,False,17.13
82285,Gulf of Maine,5,False,False,12.87
82287,Gulf of Maine,14,False,False,13.8
82288,Gulf of Maine,2,False,False,16.49
82289,Gulf of Maine,34,True,False,15.15
82291,Gulf of Maine,98,True,False,10.45
82292,Gulf of Maine,6,False,False,13.93
82295,Gulf of Maine,622,True,False,14.91
